Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	HLA-DRB1
GO: Biological Process	GO:1903614	negative regulation of protein tyrosine phosphatase activity	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	LGALS3
GO: Biological Process	GO:0014064	positive regulation of serotonin secretion	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	LGALS3
GO: Biological Process	GO:2000446	regulation of macrophage migration inhibitory factor signaling pathway	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	CD74
GO: Biological Process	GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	ANXA2
GO: Biological Process	GO:2001189	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	 	7.247E-3	1.000E0	3.154E-2	2.572E-1	1	3	LGALS3
GO: Biological Process	GO:0002444	myeloid leukocyte mediated immunity	 	7.583E-3	1.000E0	3.288E-2	2.681E-1	3	166	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:0042789	mRNA transcription by RNA polymerase II	 	7.588E-3	1.000E0	3.288E-2	2.681E-1	2	54	S100A10,ANXA2
GO: Biological Process	GO:0002526	acute inflammatory response	 	7.709E-3	1.000E0	3.333E-2	2.718E-1	3	167	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1902533	positive regulation of intracellular signal transduction	 	7.838E-3	1.000E0	3.382E-2	2.757E-1	8	1203	S100A4,RTKN2,GAPDH,HLA-DRB1,CD74,RPS20,ITGB1,LGALS1
GO: Biological Process	GO:0003171	atrioventricular valve development	 	7.863E-3	1.000E0	3.385E-2	2.759E-1	2	55	TMSB4X,ITGB1
GO: Biological Process	GO:0042542	response to hydrogen peroxide	 	7.964E-3	1.000E0	3.413E-2	2.783E-1	3	169	HBA1,HBA2,HBB
GO: Biological Process	GO:0045621	positive regulation of lymphocyte differentiation	 	7.964E-3	1.000E0	3.413E-2	2.783E-1	3	169	HLA-DRB1,ACTB,CD74
GO: Biological Process	GO:0032609	type II interferon production	 	8.094E-3	1.000E0	3.461E-2	2.822E-1	3	170	HLA-A,HLA-DPB1,HLA-DRB1
GO: Biological Process	GO:0002418	immune response to tumor cell	 	8.424E-3	1.000E0	3.595E-2	2.931E-1	2	57	HLA-A,HLA-DRB1
GO: Biological Process	GO:2000147	positive regulation of cell motility	 	8.464E-3	1.000E0	3.604E-2	2.938E-1	6	737	ACTG1,TMSB4X,CD74,PFN1,ITGB1,LGALS3
GO: Biological Process	GO:0007015	actin filament organization	 	8.484E-3	1.000E0	3.604E-2	2.939E-1	5	523	S100A10,ACTG1,TMSB4X,PFN1,ITGB1
GO: Biological Process	GO:0007010	cytoskeleton organization	 	8.594E-3	1.000E0	3.643E-2	2.970E-1	10	1759	S100A10,RTKN2,GAPDH,HLA-DRB1,ACTB,ACTG1,TMSB4X,PFN1,ITGB1,SH3BGRL3
GO: Biological Process	GO:0002757	immune response-activating signaling pathway	 	8.617E-3	1.000E0	3.645E-2	2.972E-1	5	525	HLA-A,HLA-DPB1,HLA-DRB1,B2M,LGALS3
GO: Biological Process	GO:0030029	actin filament-based process	 	8.686E-3	1.000E0	3.666E-2	2.989E-1	7	975	S100A10,RTKN2,ACTB,ACTG1,TMSB4X,PFN1,ITGB1
GO: Biological Process	GO:0061041	regulation of wound healing	 	8.759E-3	1.000E0	3.689E-2	3.008E-1	3	175	ANXA2,ACTG1,ITGB1
GO: Biological Process	GO:0010035	response to inorganic substance	 	9.014E-3	1.000E0	3.788E-2	3.089E-1	6	747	B2M,ACTG1,HBA1,HBA2,HBB,CRIP1
GO: Biological Process	GO:0009299	mRNA transcription	 	9.600E-3	1.000E0	3.921E-2	3.197E-1	2	61	S100A10,ANXA2
GO: Biological Process	GO:0051496	positive regulation of stress fiber assembly	 	9.600E-3	1.000E0	3.921E-2	3.197E-1	2	61	S100A10,PFN1
GO: Biological Process	GO:0006968	cellular defense response	 	9.600E-3	1.000E0	3.921E-2	3.197E-1	2	61	B2M,ITGB1
GO: Biological Process	GO:0040017	positive regulation of locomotion	 	9.648E-3	1.000E0	3.921E-2	3.197E-1	6	758	ACTG1,TMSB4X,CD74,PFN1,ITGB1,LGALS3
GO: Biological Process	GO:1905581	positive regulation of low-density lipoprotein particle clearance	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	ANXA2
GO: Biological Process	GO:2000645	negative regulation of receptor catabolic process	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	ANXA2
GO: Biological Process	GO:0007161	calcium-independent cell-matrix adhesion	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	ITGB1
GO: Biological Process	GO:2000978	negative regulation of forebrain neuron differentiation	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	B2M
GO: Biological Process	GO:0002469	myeloid dendritic cell antigen processing and presentation	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	HLA-DRB1
GO: Biological Process	GO:0002038	positive regulation of L-glutamate import across plasma membrane	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	ITGB1
GO: Biological Process	GO:0060741	prostate gland stromal morphogenesis	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	CRIP1
GO: Biological Process	GO:1905273	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	TMSB4X
GO: Biological Process	GO:1905271	regulation of proton-transporting ATP synthase activity, rotational mechanism	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	TMSB4X
GO: Biological Process	GO:0010999	regulation of eIF2 alpha phosphorylation by heme	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	HBB
GO: Biological Process	GO:0051946	regulation of glutamate uptake involved in transmission of nerve impulse	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	ITGB1
GO: Biological Process	GO:0051941	regulation of amino acid uptake involved in synaptic transmission	 	9.651E-3	1.000E0	3.921E-2	3.197E-1	1	4	ITGB1
GO: Biological Process	GO:0050868	negative regulation of T cell activation	 	9.744E-3	1.000E0	3.950E-2	3.221E-1	3	182	HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0038061	non-canonical NF-kappaB signal transduction	 	9.890E-3	1.000E0	4.001E-2	3.262E-1	3	183	RTKN2,TMSB4X,CD74
GO: Biological Process	GO:0034329	cell junction assembly	 	9.953E-3	1.000E0	4.018E-2	3.276E-1	5	544	S100A10,RPS6,ACTB,ACTG1,ITGB1
GO: Biological Process	GO:0098754	detoxification	 	1.004E-2	1.000E0	4.044E-2	3.297E-1	3	184	HBA1,HBA2,HBB
GO: Biological Process	GO:0070925	organelle assembly	 	1.018E-2	1.000E0	4.095E-2	3.339E-1	8	1259	RPS5,RPS6,RPS14,ACTG1,RPS23,RPS25,RPS27,ITGB1
GO: Biological Process	GO:0071887	leukocyte apoptotic process	 	1.049E-2	1.000E0	4.207E-2	3.430E-1	3	187	RPS6,CD74,LGALS3
GO: Biological Process	GO:0097435	supramolecular fiber organization	 	1.059E-2	1.000E0	4.242E-2	3.459E-1	7	1013	S100A10,ANXA2,B2M,ACTG1,TMSB4X,PFN1,ITGB1
GO: Biological Process	GO:0016192	vesicle-mediated transport	 	1.089E-2	1.000E0	4.352E-2	3.548E-1	10	1822	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,B2M,ACTB,ACTG1,ITGB1,LGALS3
GO: Biological Process	GO:0046903	secretion	 	1.104E-2	1.000E0	4.403E-2	3.590E-1	8	1277	S100A10,HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0071709	membrane assembly	 	1.117E-2	1.000E0	4.444E-2	3.623E-1	2	66	S100A10,ANXA2
GO: Biological Process	GO:0002764	immune response-regulating signaling pathway	 	1.127E-2	1.000E0	4.474E-2	3.648E-1	5	561	HLA-A,HLA-DPB1,HLA-DRB1,B2M,LGALS3
GO: Biological Process	GO:0002429	immune response-activating cell surface receptor signaling pathway	 	1.156E-2	1.000E0	4.583E-2	3.736E-1	4	364	HLA-A,HLA-DPB1,HLA-DRB1,LGALS3
GO: Biological Process	GO:0045646	regulation of erythrocyte differentiation	 	1.182E-2	1.000E0	4.644E-2	3.786E-1	2	68	B2M,HBB
GO: Biological Process	GO:0048839	inner ear development	 	1.200E-2	1.000E0	4.644E-2	3.786E-1	4	368	HLA-A,HLA-B,HLA-C,CD74
GO: Biological Process	GO:0060912	cardiac cell fate specification	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	ITGB1
GO: Biological Process	GO:1905595	regulation of low-density lipoprotein particle receptor binding	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	ANXA2
GO: Biological Process	GO:0021943	formation of radial glial scaffolds	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	ITGB1
GO: Biological Process	GO:2000520	regulation of immunological synapse formation	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	LGALS3
GO: Biological Process	GO:0032185	septin cytoskeleton organization	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	RTKN2
GO: Biological Process	GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	B2M
GO: Biological Process	GO:0010041	response to iron(III) ion	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	B2M
GO: Biological Process	GO:0002901	mature B cell apoptotic process	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	CD74
GO: Biological Process	GO:0002905	regulation of mature B cell apoptotic process	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	CD74
GO: Biological Process	GO:0002906	negative regulation of mature B cell apoptotic process	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	CD74
GO: Biological Process	GO:0032385	positive regulation of intracellular cholesterol transport	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	ANXA2
GO: Biological Process	GO:0032382	positive regulation of intracellular sterol transport	 	1.205E-2	1.000E0	4.644E-2	3.786E-1	1	5	ANXA2
GO: Biological Process	GO:0051241	negative regulation of multicellular organismal process	 	1.220E-2	1.000E0	4.691E-2	3.825E-1	9	1571	HLA-A,HLA-B,HLA-C,ANXA2,HLA-DRB1,B2M,TMSB4X,CD74,LGALS3
GO: Biological Process	GO:0097193	intrinsic apoptotic signaling pathway	 	1.255E-2	1.000E0	4.819E-2	3.929E-1	4	373	RTKN2,CD74,RPS29,CRIP1
GO: Biological Process	GO:0032233	positive regulation of actin filament bundle assembly	 	1.284E-2	1.000E0	4.918E-2	4.010E-1	2	71	S100A10,PFN1
GO: Biological Process	GO:1903305	regulation of regulated secretory pathway	 	1.290E-2	1.000E0	4.933E-2	4.022E-1	3	202	HLA-A,HLA-B,HLA-C
GO: Biological Process	GO:1903038	negative regulation of leukocyte cell-cell adhesion	 	1.307E-2	1.000E0	4.989E-2	4.068E-1	3	203	HLA-DRB1,CD74,LGALS3
GO: Biological Process	GO:0051893	regulation of focal adhesion assembly	 	1.318E-2	1.000E0	4.992E-2	4.070E-1	2	72	S100A10,ACTG1
GO: Biological Process	GO:0048260	positive regulation of receptor-mediated endocytosis	 	1.318E-2	1.000E0	4.992E-2	4.070E-1	2	72	ANXA2,B2M
GO: Biological Process	GO:0090109	regulation of cell-substrate junction assembly	 	1.318E-2	1.000E0	4.992E-2	4.070E-1	2	72	S100A10,ACTG1
GO: Biological Process	GO:1903078	positive regulation of protein localization to plasma membrane	 	1.318E-2	1.000E0	4.992E-2	4.070E-1	2	72	ITGB1,LGALS3
